,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
3581,15.6,0.081103929,2,23,0,2,Supermarket Type1,1006.6896
3582,13.3,0.071743629,1,11,1,0,Supermarket Type2,918.804
3583,6.71,0.035731825,4,11,1,0,Supermarket Type2,5660.6316
3584,15.0,0.119131749,4,18,0,1,Supermarket Type1,6851.082
3585,5.175,0.037217847,1,35,1,0,Supermarket Type3,1448.7808
3586,9.105,0.038559926,1,18,0,1,Supermarket Type1,99.87
3587,11.8,0.054238448,1,21,1,2,Supermarket Type1,986.7156
3588,12.0,0.075856062,2,11,1,0,Supermarket Type2,1733.7432
3589,20.7,0.048957533,1,11,1,0,Supermarket Type2,265.6542
3590,10.3,0.059160135,4,13,0,1,Supermarket Type1,6641.355
3591,19.6,0.041536962,1,33,2,0,Supermarket Type1,527.3136
3592,6.89,0.0,4,21,1,2,Supermarket Type1,2510.066
3593,16.7,0.070297175,4,18,0,1,Supermarket Type1,3678.545
3594,13.0,0.044984874,3,23,0,2,Supermarket Type1,1926.1594
3595,10.1,0.167155198,4,23,0,2,Supermarket Type1,5331.7264
3596,15.6,0.142986863,2,33,2,0,Supermarket Type1,2826.9868
3597,7.97,0.0,3,18,0,1,Supermarket Type1,2759.0752
3598,8.97,0.162856593,1,35,0,2,Grocery Store,218.3824
3599,5.945,0.0,2,13,0,1,Supermarket Type1,1808.3128
3600,20.35,0.014885998,4,11,1,0,Supermarket Type2,3271.7412
3601,13.5,0.128816212,2,23,0,2,Supermarket Type1,2527.3768
3602,6.71,0.029680868,1,11,1,0,Supermarket Type2,856.8846
3603,12.15,0.036360676,3,22,0,0,Grocery Store,330.2368
3604,17.7,0.016582833,1,33,2,0,Supermarket Type1,1458.102
3605,20.5,0.112316501,4,33,2,0,Supermarket Type1,4456.1994
3606,19.1,0.096653315,4,33,2,0,Supermarket Type1,4673.916
3607,12.3,0.021984639,4,13,0,1,Supermarket Type1,1924.162
3608,8.905,0.143351652,1,21,1,2,Supermarket Type1,302.939
3609,14.5,0.041482394,1,13,0,1,Supermarket Type1,209.727
3610,8.365,0.040069806,4,13,0,1,Supermarket Type1,1904.188
3611,8.51,0.052239735,2,13,0,1,Supermarket Type1,2004.058
3612,6.38,0.015149955,3,33,2,0,Supermarket Type1,3149.234
3613,19.6,0.09370568,4,35,1,0,Supermarket Type3,3297.7074
3614,16.7,0.052401766,2,16,0,1,Supermarket Type1,1488.7288
3615,10.0,0.063121982,4,33,2,0,Supermarket Type1,460.7336
3616,14.5,0.058946687,3,18,0,1,Supermarket Type1,2897.5616
3617,14.65,0.171245426,1,33,2,0,Supermarket Type1,591.2304
3618,7.63,0.134057426,1,35,1,0,Supermarket Type3,918.804
3619,11.85,0.050368454,3,13,0,1,Supermarket Type1,1808.9786
3620,19.0,0.026986367,2,23,0,2,Supermarket Type1,2812.3392
3621,6.36,0.120543611,1,23,0,2,Supermarket Type1,1165.15
3622,18.85,0.036037952,1,23,0,2,Supermarket Type1,711.0744
3623,9.6,0.006725388,3,11,1,0,Supermarket Type2,2972.1312
3624,5.94,0.034940979,3,21,1,2,Supermarket Type1,1605.9096
3625,13.5,0.094219593,4,23,0,2,Supermarket Type1,1323.6104
3626,10.85,0.048004263,2,22,0,0,Grocery Store,351.5424
3627,15.15,0.066164431,3,16,0,1,Supermarket Type1,2197.14
3628,15.6,0.0,1,11,1,0,Supermarket Type2,804.9522
3629,5.15,0.0,2,13,0,1,Supermarket Type1,2105.2596
3630,20.35,0.030975716,4,21,1,2,Supermarket Type1,3068.0064
3631,8.895,0.039101813,4,21,1,2,Supermarket Type1,5400.9696
3632,21.25,0.010039493,3,11,1,0,Supermarket Type2,1102.5648
3633,4.905,0.117308165,4,16,0,1,Supermarket Type1,2956.152
3634,10.895,0.009641375,2,18,0,1,Supermarket Type1,1601.249
3635,12.15,0.113212516,4,35,0,2,Grocery Store,759.012
3636,17.75,0.067490036,3,16,0,1,Supermarket Type1,6338.416
3637,6.8,0.037573095,1,18,0,1,Supermarket Type1,1166.4816
3638,10.395,0.031219108,3,16,0,1,Supermarket Type1,4595.3516
3639,14.8,0.032606181,4,22,0,0,Grocery Store,390.1588
3640,13.5,0.0,1,11,1,0,Supermarket Type2,778.986
3641,16.0,0.106731895,3,16,0,1,Supermarket Type1,2544.6876
3642,17.85,0.0112259,4,33,2,0,Supermarket Type1,4474.176
3643,18.7,0.026355345,2,18,0,1,Supermarket Type1,3289.052
3644,18.0,0.01548171,3,18,0,1,Supermarket Type1,2059.9852
3645,8.785,0.045465958,2,35,0,2,Grocery Store,852.8898
3646,5.26,0.041857101,3,18,0,1,Supermarket Type1,4258.4568
3647,6.175,0.0,2,18,0,1,Supermarket Type1,1534.0032
3648,5.86,0.151159243,3,18,0,1,Supermarket Type1,3257.7594
3649,11.3,0.056161529,4,35,1,0,Supermarket Type3,5681.2714
3650,10.5,0.142419608,3,33,2,0,Supermarket Type1,1765.0358
3651,9.5,0.031410378,2,11,1,0,Supermarket Type2,2763.07
3652,16.25,0.077790204,1,35,1,0,Supermarket Type3,2940.1728
3653,11.8,0.014166739,3,13,0,1,Supermarket Type1,2854.9504
3654,12.5,0.110215444,1,18,0,1,Supermarket Type1,1238.388
3655,19.35,0.016679143,2,11,1,0,Supermarket Type2,1928.1568
3656,20.2,0.117339056,4,16,0,1,Supermarket Type1,2749.754
3657,20.2,0.112227747,2,33,2,0,Supermarket Type1,2739.1012
3658,16.2,0.062724117,2,35,1,0,Supermarket Type3,5093.37
3659,6.8,0.037555348,1,21,1,2,Supermarket Type1,972.068
3660,15.2,0.112349962,1,35,1,0,Supermarket Type3,559.272
3661,7.07,0.093217569,2,35,1,0,Supermarket Type3,4952.8862
3662,8.43,0.177661246,3,16,0,1,Supermarket Type1,3621.2862
3663,9.3,0.11184963,1,13,0,1,Supermarket Type1,774.9912
3664,11.35,0.06321435,1,16,0,1,Supermarket Type1,1318.284
3665,20.1,0.077892365,1,13,0,1,Supermarket Type1,918.804
3666,11.35,0.051564827,1,22,0,0,Grocery Store,101.2016
3667,18.7,0.070349402,4,35,1,0,Supermarket Type3,7350.432
3668,9.8,0.024521239,2,13,0,1,Supermarket Type1,1390.1904
3669,20.35,0.021447102,1,13,0,1,Supermarket Type1,1312.9576
3670,18.2,0.026059557,4,16,0,1,Supermarket Type1,6507.5292
3671,18.35,0.015301418,2,16,0,1,Supermarket Type1,2036.6822
3672,12.1,0.0,3,18,0,1,Supermarket Type1,3595.32
3673,10.695,0.060615254,3,33,2,0,Supermarket Type1,2460.7968
3674,9.3,0.066459891,3,35,1,0,Supermarket Type3,4560.73
3675,11.8,0.076876046,1,18,0,1,Supermarket Type1,543.2928
3676,13.8,0.14215211,4,13,0,1,Supermarket Type1,2384.8956
3677,15.0,0.058632705,1,11,1,0,Supermarket Type2,543.2928
3678,5.63,0.024541277,2,23,0,2,Supermarket Type1,3135.918
3679,7.55,0.030992735,2,21,1,2,Supermarket Type1,2695.1584
3680,18.85,0.036241797,1,13,0,1,Supermarket Type1,1007.3554
3681,7.22,0.038398937,1,18,0,1,Supermarket Type1,1518.024
3682,17.85,0.011258035,4,18,0,1,Supermarket Type1,2556.672
3683,8.895,0.072511335,3,21,1,2,Supermarket Type1,3528.74
3684,19.25,0.101689151,1,33,2,0,Supermarket Type1,163.7868
3685,11.3,0.066625843,4,33,2,0,Supermarket Type1,2712.4692
3686,10.85,0.162242617,2,23,0,2,Supermarket Type1,1058.622
3687,5.0,0.0,4,18,0,1,Supermarket Type1,4933.578
3688,20.0,0.0,2,33,2,0,Supermarket Type1,1454.1072
3689,16.2,0.044008347,1,35,1,0,Supermarket Type3,671.1264
3690,10.0,0.025867353,4,21,1,2,Supermarket Type1,4757.8068
3691,12.3,0.016476619,1,35,0,2,Grocery Store,146.476
3692,8.63,0.031095246,3,23,0,2,Supermarket Type1,3529.4058
3693,9.1,0.0,2,13,0,1,Supermarket Type1,2390.8878
3694,6.92,0.038422076,1,33,2,0,Supermarket Type1,438.0964
3695,6.86,0.061155983,4,22,0,0,Grocery Store,229.701
3696,20.0,0.08131178,1,16,0,1,Supermarket Type1,439.428
3697,14.1,0.125756824,1,16,0,1,Supermarket Type1,2529.3742
3698,17.6,0.05661033,1,13,0,1,Supermarket Type1,209.727
3699,17.75,0.073709686,1,11,1,0,Supermarket Type2,415.4592
3700,8.6,0.040432954,4,13,0,1,Supermarket Type1,3795.06
3701,7.27,0.046749112,2,11,1,0,Supermarket Type2,1970.768
3702,6.8,0.062762374,1,22,0,0,Grocery Store,48.6034
3703,15.6,0.045542628,3,35,1,0,Supermarket Type3,4904.2828
3704,6.935,0.041346469,2,21,1,2,Supermarket Type1,820.2656
3705,6.69,0.036903419,3,16,0,1,Supermarket Type1,1235.059
3706,8.895,0.075084457,4,35,1,0,Supermarket Type3,4452.8704
3707,12.35,0.026735372,1,18,0,1,Supermarket Type1,810.9444
3708,15.6,0.172453254,2,33,2,0,Supermarket Type1,683.1108
3709,6.865,0.035666655,4,35,1,0,Supermarket Type3,8063.5038
3710,13.1,0.037581243,3,23,0,2,Supermarket Type1,2451.4756
3711,9.195,0.122202946,2,33,2,0,Supermarket Type1,1619.2256
3712,11.15,0.056921876,2,16,0,1,Supermarket Type1,423.4488
3713,16.1,0.063319379,3,16,0,1,Supermarket Type1,1984.7498
3714,6.465,0.124402507,4,33,2,0,Supermarket Type1,5299.768
3715,20.75,0.108879177,3,21,1,2,Supermarket Type1,320.9156
3716,7.655,0.032125561,2,13,0,1,Supermarket Type1,2548.6824
3717,20.25,0.076097073,4,33,2,0,Supermarket Type1,1950.794
3718,18.75,0.052766297,4,33,2,0,Supermarket Type1,2492.7552
3719,11.5,0.020601791,1,21,1,2,Supermarket Type1,1038.648
3720,6.86,0.036360386,4,35,1,0,Supermarket Type3,7580.133
3721,6.035,0.140571971,3,35,1,0,Supermarket Type3,3383.5956
3722,7.5,0.05074138,2,16,0,1,Supermarket Type1,1837.608
3723,17.0,0.015997687,4,18,0,1,Supermarket Type1,4580.704
3724,12.85,0.033018559,3,35,1,0,Supermarket Type3,5000.8238
3725,6.03,0.022703693,3,23,0,2,Supermarket Type1,4781.7756
3726,10.5,0.013431109,3,35,1,0,Supermarket Type3,4821.7236
3727,15.0,0.0,4,21,1,2,Supermarket Type1,1896.1984
3728,18.75,0.023876985,2,21,1,2,Supermarket Type1,2281.6966
3729,17.85,0.011281018,4,11,1,0,Supermarket Type2,3408.896
3730,18.35,0.015328106,2,21,1,2,Supermarket Type1,1822.2946
3731,18.35,0.094488071,1,18,0,1,Supermarket Type1,515.3292
3732,19.6,0.047897663,1,23,0,2,Supermarket Type1,173.108
3733,7.39,0.081841136,4,35,1,0,Supermarket Type3,569.259
3734,14.65,0.072212787,4,18,0,1,Supermarket Type1,2878.2534
3735,21.0,0.049505857,4,11,1,0,Supermarket Type2,1162.4868
3736,9.6,0.02981155,1,13,0,1,Supermarket Type1,669.129
3737,17.6,0.058181585,3,21,1,2,Supermarket Type1,2326.971
3738,14.0,0.037734782,3,13,0,1,Supermarket Type1,4769.1254
3739,6.59,0.0,2,13,0,1,Supermarket Type1,964.0784
3740,17.6,0.026827052,1,22,0,0,Grocery Store,91.8804
3741,11.5,0.072881535,4,23,0,2,Supermarket Type1,2277.036
3742,20.35,0.014822802,4,16,0,1,Supermarket Type1,2570.6538
3743,18.7,0.046159928,3,21,1,2,Supermarket Type1,1677.1502
3744,5.46,0.107662745,3,13,0,1,Supermarket Type1,4334.358
3745,9.31,0.038014104,1,21,1,2,Supermarket Type1,822.263
3746,12.3,0.106307146,3,16,0,1,Supermarket Type1,1569.9564
3747,18.2,0.066672058,4,13,0,1,Supermarket Type1,4233.1564
3748,18.25,0.015341139,4,11,1,0,Supermarket Type2,1984.084
3749,18.25,0.171174491,3,18,0,1,Supermarket Type1,938.778
3750,7.825,0.325780807,4,35,0,2,Grocery Store,761.0094
3751,10.195,0.112859454,2,13,0,1,Supermarket Type1,2490.092
3752,5.34,0.005962753,2,16,0,1,Supermarket Type1,2010.716
3753,7.71,0.047358246,2,35,1,0,Supermarket Type3,3998.7948
3754,11.15,0.086105815,3,18,0,1,Supermarket Type1,2886.243
3755,9.8,0.026882496,2,21,1,2,Supermarket Type1,3036.048
3756,12.1,0.040521714,3,11,1,0,Supermarket Type2,5552.1062
3757,12.5,0.020597493,4,35,1,0,Supermarket Type3,8958.339
3758,9.0,0.085538477,3,35,1,0,Supermarket Type3,3523.4136
3759,15.5,0.0,2,13,0,1,Supermarket Type1,3006.087
3760,15.5,0.0,3,11,1,0,Supermarket Type2,1324.2762
3761,5.15,0.10239789,2,22,0,0,Grocery Store,495.3552
3762,17.25,0.0,1,22,0,0,Grocery Store,196.411
3763,18.35,0.0304697,4,33,2,0,Supermarket Type1,1346.9134
3764,6.32,0.021287234,1,22,0,0,Grocery Store,78.5644
3765,5.51,0.034467286,2,16,0,1,Supermarket Type1,2642.5602
3766,13.35,0.1027194,4,18,0,1,Supermarket Type1,5267.8096
3767,18.6,0.266234421,2,35,0,2,Grocery Store,402.1432
3768,17.1,0.129668578,4,35,0,2,Grocery Store,207.0638
3769,5.94,0.02923013,4,35,1,0,Supermarket Type3,3567.3564
3770,19.1,0.176411579,3,35,1,0,Supermarket Type3,2069.3064
3771,14.0,0.050371508,4,22,0,0,Grocery Store,862.8768
3772,18.85,0.036184755,1,11,1,0,Supermarket Type2,770.3306
3773,7.97,0.070017381,1,35,0,2,Grocery Store,177.1028
3774,18.35,0.030556922,4,18,0,1,Supermarket Type1,3271.0754
3775,10.5,0.011278535,4,33,2,0,Supermarket Type1,5451.5704
3776,9.6,0.0,4,13,0,1,Supermarket Type1,4349.0056
3777,7.275,0.027812304,3,35,1,0,Supermarket Type3,3368.948
3778,6.035,0.066051758,4,11,1,0,Supermarket Type2,2050.664
3779,6.65,0.053506996,3,11,1,0,Supermarket Type2,3563.3616
3780,20.2,0.096046304,3,35,1,0,Supermarket Type3,4604.6728
3781,7.285,0.049922304,3,33,2,0,Supermarket Type1,1571.288
3782,11.1,0.036083537,3,21,1,2,Supermarket Type1,2988.1104
3783,11.35,0.005539114,3,21,1,2,Supermarket Type1,4074.696
3784,12.3,0.036939673,2,23,0,2,Supermarket Type1,3109.9518
3785,11.6,0.037793818,2,13,0,1,Supermarket Type1,2281.6966
3786,12.3,0.106928681,3,13,0,1,Supermarket Type1,3663.2316
3787,18.85,0.138585859,4,18,0,1,Supermarket Type1,3271.7412
3788,9.8,0.06407717,2,11,1,0,Supermarket Type2,1621.8888
3789,7.445,0.037708542,1,18,0,1,Supermarket Type1,1128.531
3790,11.1,0.036020711,3,16,0,1,Supermarket Type1,2109.2544
3791,21.0,0.049295686,4,16,0,1,Supermarket Type1,968.739
3792,20.2,0.06449461,4,18,0,1,Supermarket Type1,3091.9752
3793,18.2,0.026117345,4,18,0,1,Supermarket Type1,3133.2548
3794,11.8,0.025904648,2,33,2,0,Supermarket Type1,2037.348
3795,20.6,0.080235512,4,22,0,0,Grocery Store,563.2668
3796,9.8,0.013830218,1,33,2,0,Supermarket Type1,1304.968
3797,18.6,0.076855628,3,23,0,2,Supermarket Type1,483.3708
3798,13.0,0.041824524,4,23,0,2,Supermarket Type1,2805.0154
3799,20.7,0.12152072,2,23,0,2,Supermarket Type1,1060.6194
3800,9.8,0.073289899,2,13,0,1,Supermarket Type1,1325.6078
3801,9.5,0.022054553,4,16,0,1,Supermarket Type1,4502.1396
3802,21.1,0.029054046,3,21,1,2,Supermarket Type1,2889.572
3803,9.6,0.006665667,3,35,1,0,Supermarket Type3,3797.7232
3804,8.975,0.009057132,2,16,0,1,Supermarket Type1,2476.776
3805,4.92,0.045955031,4,23,0,2,Supermarket Type1,2182.4924
3806,17.5,0.007551607,3,21,1,2,Supermarket Type1,1895.5326
3807,19.6,0.023835164,2,35,1,0,Supermarket Type3,3050.6956
3808,9.695,0.047503318,4,21,1,2,Supermarket Type1,3185.1872
3809,15.2,0.160665697,4,35,0,2,Grocery Store,916.1408
3810,7.725,0.048661041,2,22,0,0,Grocery Store,121.8414
3811,20.5,0.208987123,2,35,0,2,Grocery Store,215.7192
3812,9.6,0.006692529,3,33,2,0,Supermarket Type1,2972.1312
3813,9.1,0.136695145,3,22,0,0,Grocery Store,875.527
3814,17.0,0.140311123,4,13,0,1,Supermarket Type1,2649.884
3815,14.0,0.031330907,1,18,0,1,Supermarket Type1,745.696
3816,12.1,0.061521569,1,13,0,1,Supermarket Type1,1436.7964
3817,19.85,0.176991029,4,13,0,1,Supermarket Type1,3558.0352
3818,17.2,0.0120098,3,16,0,1,Supermarket Type1,2807.0128
3819,8.71,0.072141818,3,16,0,1,Supermarket Type1,2776.386
3820,6.89,0.136984147,4,11,1,0,Supermarket Type2,2703.148
3821,18.75,0.0,2,18,0,1,Supermarket Type1,1686.4714
3822,19.7,0.052964982,1,35,1,0,Supermarket Type3,1754.383
3823,14.5,0.0,3,33,2,0,Supermarket Type1,1524.682
3824,7.785,0.155316936,1,35,0,2,Grocery Store,316.255
3825,16.25,0.048738407,3,35,1,0,Supermarket Type3,5031.4506
3826,20.75,0.0,3,33,2,0,Supermarket Type1,2969.468
3827,17.6,0.010031539,3,33,2,0,Supermarket Type1,1787.0072
3828,16.85,0.036383293,1,16,0,1,Supermarket Type1,1086.5856
3829,20.6,0.0,3,16,0,1,Supermarket Type1,3568.688
3830,5.175,0.03736783,1,33,2,0,Supermarket Type1,255.6672
3831,17.85,0.087604647,4,21,1,2,Supermarket Type1,1560.6352
3832,8.93,0.028461453,3,21,1,2,Supermarket Type1,5053.422
3833,14.3,0.034244601,2,35,1,0,Supermarket Type3,1957.452
3834,7.655,0.031938828,2,16,0,1,Supermarket Type1,1158.492
3835,18.35,0.014024028,4,23,0,2,Supermarket Type1,2692.4952
3836,19.75,0.014232071,2,35,1,0,Supermarket Type3,1743.0644
3837,14.0,0.023730384,2,16,0,1,Supermarket Type1,1435.4648
3838,11.6,0.038578846,1,21,1,2,Supermarket Type1,671.1264
3839,15.85,0.108036187,1,11,1,0,Supermarket Type2,703.0848
3840,10.5,0.013572808,3,13,0,1,Supermarket Type1,1559.9694
3841,16.7,0.06082402,2,33,2,0,Supermarket Type1,1773.6912
3842,17.6,0.074345142,4,33,2,0,Supermarket Type1,4364.319
3843,18.25,0.075501241,2,11,1,0,Supermarket Type2,249.0092
3844,21.1,0.16216286,1,11,1,0,Supermarket Type2,383.5008
3845,9.1,0.081652352,3,16,0,1,Supermarket Type1,2101.2648
3846,15.25,0.061434045,2,11,1,0,Supermarket Type2,2348.9424
3847,14.35,0.017073332,2,18,0,1,Supermarket Type1,1657.842
3848,17.0,0.118806857,4,35,1,0,Supermarket Type3,6705.2718
3849,5.885,0.092694107,1,33,2,0,Supermarket Type1,1525.3478
3850,16.1,0.065183228,3,23,0,2,Supermarket Type1,1464.76
3851,19.2,0.005561538,4,35,1,0,Supermarket Type3,3837.0054
3852,19.7,0.024635077,1,33,2,0,Supermarket Type1,1073.2696
3853,11.5,0.126313413,2,13,0,1,Supermarket Type1,2010.716
3854,16.5,0.066383907,3,18,0,1,Supermarket Type1,2189.1504
3855,15.15,0.066279832,3,21,1,2,Supermarket Type1,4540.756
3856,12.15,0.042681522,3,23,0,2,Supermarket Type1,2014.045
3857,15.7,0.0,2,33,2,0,Supermarket Type1,1230.3984
3858,11.6,0.038736838,1,13,0,1,Supermarket Type1,1454.1072
3859,12.85,0.098910759,1,33,2,0,Supermarket Type1,308.9312
3860,15.0,0.049178998,1,18,0,1,Supermarket Type1,639.168
3861,11.0,0.057011062,4,33,2,0,Supermarket Type1,2908.2144
3862,5.88,0.003589104,3,33,2,0,Supermarket Type1,1691.7978
3863,7.825,0.0,4,13,0,1,Supermarket Type1,6849.0846
3864,9.42,0.043690499,1,35,1,0,Supermarket Type3,1733.7432
3865,10.695,0.10154201,3,22,0,0,Grocery Store,175.7712
3866,19.6,0.025164132,3,35,1,0,Supermarket Type3,6072.096
3867,13.6,0.119077255,4,33,2,0,Supermarket Type1,2330.3
3868,8.06,0.021497594,4,13,0,1,Supermarket Type1,1386.1956
3869,10.0,0.025702129,4,35,1,0,Supermarket Type3,7136.7102
3870,7.105,0.075000682,1,22,0,0,Grocery Store,296.281
3871,18.6,0.118419683,1,18,0,1,Supermarket Type1,1545.9876
3872,9.5,0.035151215,3,23,0,2,Supermarket Type1,2556.672
3873,16.85,0.044414056,3,23,0,2,Supermarket Type1,2028.6926
3874,17.85,0.052471995,2,13,0,1,Supermarket Type1,2450.144
3875,13.1,0.020853376,2,33,2,0,Supermarket Type1,1906.8512
3876,11.3,0.047791878,3,21,1,2,Supermarket Type1,5033.448
3877,13.3,0.02136022,2,11,1,0,Supermarket Type2,1777.686
3878,15.2,0.103988736,3,18,0,1,Supermarket Type1,3677.2134
3879,20.7,0.114581955,2,11,1,0,Supermarket Type2,945.436
3880,7.405,0.02556185,1,22,0,0,Grocery Store,182.4292
3881,6.15,0.046459438,2,11,1,0,Supermarket Type2,1675.1528
3882,11.35,0.023322478,3,23,0,2,Supermarket Type1,3307.6944
3883,19.85,0.175962247,4,16,0,1,Supermarket Type1,1779.0176
3884,10.3,0.255929096,2,35,0,2,Grocery Store,311.5944
3885,8.18,0.082333019,1,33,2,0,Supermarket Type1,343.5528
3886,12.15,0.021757269,3,21,1,2,Supermarket Type1,3302.368
3887,6.03,0.0226994,3,16,0,1,Supermarket Type1,4250.4672
3888,15.85,0.110653377,1,13,0,1,Supermarket Type1,759.012
3889,18.6,0.065771529,4,22,0,0,Grocery Store,245.6802
3890,12.0,0.0,4,13,0,1,Supermarket Type1,1561.9668
3891,17.1,0.0,2,11,1,0,Supermarket Type2,1358.232
3892,10.5,0.024991056,4,23,0,2,Supermarket Type1,2821.6604
3893,17.5,0.013658248,4,21,1,2,Supermarket Type1,6199.9296
3894,16.1,0.034278413,4,33,2,0,Supermarket Type1,6867.0612
3895,20.1,0.0,1,22,0,0,Grocery Store,183.7608
3896,11.0,0.185306514,2,35,0,2,Grocery Store,622.523
3897,7.55,0.051794958,2,22,0,0,Grocery Store,122.5072
3898,19.25,0.027058066,4,33,2,0,Supermarket Type1,2749.754
3899,19.6,0.041740902,1,11,1,0,Supermarket Type2,958.752
3900,14.85,0.035400659,3,11,1,0,Supermarket Type2,1444.1202
3901,14.65,0.099535996,1,11,1,0,Supermarket Type2,615.1992
3902,9.3,0.175336471,2,13,0,1,Supermarket Type1,1472.7496
3903,11.6,0.143319995,4,35,1,0,Supermarket Type3,7170.666
3904,14.5,0.01950565,3,21,1,2,Supermarket Type1,2446.815
3905,8.365,0.071846495,1,23,0,2,Supermarket Type1,569.259
3906,12.85,0.0,4,23,0,2,Supermarket Type1,4794.4258
3907,13.5,0.017887238,1,21,1,2,Supermarket Type1,1438.128
3908,7.365,0.159967845,2,23,0,2,Supermarket Type1,1304.968
3909,21.1,0.020718655,2,23,0,2,Supermarket Type1,2184.4898
3910,15.2,0.096592065,2,35,1,0,Supermarket Type3,1621.8888
3911,9.5,0.074460855,4,21,1,2,Supermarket Type1,5033.448
3912,12.85,0.030789914,4,13,0,1,Supermarket Type1,3036.048
3913,14.0,0.030216783,4,11,1,0,Supermarket Type2,3020.0688
3914,18.35,0.094279004,1,16,0,1,Supermarket Type1,1545.9876
3915,6.785,0.04022593,4,35,0,2,Grocery Store,210.3928
3916,7.155,0.168527463,1,18,0,1,Supermarket Type1,1023.3346
3917,5.82,0.077304459,4,16,0,1,Supermarket Type1,4613.994
3918,17.75,0.0,2,11,1,0,Supermarket Type2,1201.1032
3919,18.0,0.142570104,1,33,2,0,Supermarket Type1,1505.3738
3920,7.06,0.043968652,1,21,1,2,Supermarket Type1,585.904
3921,15.6,0.045076878,4,18,0,1,Supermarket Type1,2900.2248
3922,18.35,0.030347404,4,35,1,0,Supermarket Type3,3078.6592
3923,12.3,0.052492122,4,16,0,1,Supermarket Type1,3415.554
3924,15.0,0.077999504,4,16,0,1,Supermarket Type1,1896.1984
3925,18.2,0.012597384,2,33,2,0,Supermarket Type1,2936.178
3926,20.5,0.023179181,3,21,1,2,Supermarket Type1,2450.144
3927,8.27,0.128126825,3,21,1,2,Supermarket Type1,1295.6468
3928,8.5,0.097410707,1,35,1,0,Supermarket Type3,2492.7552
3929,8.93,0.028417272,3,23,0,2,Supermarket Type1,2603.278
3930,6.215,0.049902382,4,13,0,1,Supermarket Type1,3159.8868
3931,20.25,0.014823358,4,18,0,1,Supermarket Type1,1154.4972
3932,7.895,0.061424738,1,11,1,0,Supermarket Type2,1145.176
3933,19.35,0.049594299,1,33,2,0,Supermarket Type1,2278.3676
3934,9.695,0.113939434,3,23,0,2,Supermarket Type1,1901.5248
3935,19.5,0.027532258,3,35,0,2,Grocery Store,551.2824
3936,8.21,0.045016894,1,18,0,1,Supermarket Type1,1133.8574
3937,7.3,0.086307051,3,18,0,1,Supermarket Type1,1330.2684
3938,20.0,0.104083376,2,23,0,2,Supermarket Type1,3705.177
3939,7.865,0.061154604,3,21,1,2,Supermarket Type1,1151.1682
3940,8.895,0.184035253,1,35,0,2,Grocery Store,40.6138
3941,20.35,0.024815024,4,22,0,0,Grocery Store,467.3916
3942,16.0,0.106918052,3,21,1,2,Supermarket Type1,4725.8484
3943,18.0,0.0,3,21,1,2,Supermarket Type1,3327.6684
3944,18.7,0.105104552,2,11,1,0,Supermarket Type2,1347.5792
3945,7.72,0.087936752,2,35,1,0,Supermarket Type3,4124.631
3946,10.6,0.056795923,4,23,0,2,Supermarket Type1,3485.463
3947,5.655,0.176070535,3,13,0,1,Supermarket Type1,1749.7224
3948,8.775,0.19244045,1,35,0,2,Grocery Store,131.8284
3949,10.195,0.051871718,1,11,1,0,Supermarket Type2,237.6906
3950,8.06,0.035780177,4,22,0,0,Grocery Store,693.0978
3951,16.35,0.104463896,4,22,0,0,Grocery Store,225.7062
3952,6.46,0.049162885,3,23,0,2,Supermarket Type1,1895.5326
3953,13.5,0.072655379,3,16,0,1,Supermarket Type1,3994.8
3954,16.2,0.050442528,4,18,0,1,Supermarket Type1,2693.8268
3955,19.1,0.177992139,3,11,1,0,Supermarket Type2,2931.5174
3956,18.35,0.0,4,35,1,0,Supermarket Type3,3214.4824
3957,5.48,0.015131684,1,21,1,2,Supermarket Type1,1414.825
3958,6.055,0.031151714,3,21,1,2,Supermarket Type1,2085.9514
3959,9.6,0.024456797,4,33,2,0,Supermarket Type1,3203.1638
3960,6.135,0.192540665,3,22,0,0,Grocery Store,322.2472
3961,8.43,0.01732573,4,23,0,2,Supermarket Type1,1182.4608
3962,8.27,0.127821472,4,33,2,0,Supermarket Type1,555.2772
3963,10.195,0.012477512,4,21,1,2,Supermarket Type1,785.644
3964,14.0,0.028980533,2,11,1,0,Supermarket Type2,2077.296
3965,8.01,0.070356805,1,21,1,2,Supermarket Type1,755.0172
3966,16.25,0.057396092,2,23,0,2,Supermarket Type1,747.0276
3967,13.35,0.048017962,4,16,0,1,Supermarket Type1,3483.4656
3968,8.71,0.071806046,4,35,1,0,Supermarket Type3,5182.5872
3969,17.75,0.05507343,3,23,0,2,Supermarket Type1,1886.8772
3970,13.5,0.0,1,33,2,0,Supermarket Type1,1211.756
3971,11.8,0.0,2,22,0,0,Grocery Store,203.7348
3972,5.78,0.014577695,3,21,1,2,Supermarket Type1,1895.5326
3973,9.0,0.0,1,11,1,0,Supermarket Type2,552.614
3974,17.75,0.156831826,4,23,0,2,Supermarket Type1,1201.769
3975,8.395,0.0,2,33,2,0,Supermarket Type1,892.8378
3976,10.695,0.057512481,1,35,1,0,Supermarket Type3,1592.5936
3977,12.85,0.0,4,11,1,0,Supermarket Type2,3795.06
